<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.TGKA:SMAL,D,20210517,000000,0.0139900,0.0139900,0.0118280,0.0134960,5717
MOEX.TGKA:SMAL,D,20210518,000000,0.0121800,0.0125000,0.0120020,0.0125000,42900
MOEX.TGKA:SMAL,D,20210519,000000,0.0139940,0.0139940,0.0119320,0.0139820,1827
MOEX.TGKA:SMAL,D,20210520,000000,0.0119340,0.0129800,0.0119320,0.0119320,72427
MOEX.TGKA:SMAL,D,20210521,000000,0.0143620,0.0143620,0.0123400,0.0123400,91167
MOEX.TGKA:SMAL,D,20210524,000000,0.0130000,0.0130000,0.0119440,0.0129000,155122
MOEX.TGKA:SMAL,D,20210525,000000,0.0121540,0.0130000,0.0121540,0.0130000,33154
MOEX.TGKA:SMAL,D,20210526,000000,0.0146380,0.0146380,0.0121520,0.0126000,56700
MOEX.TGKA:SMAL,D,20210527,000000,0.0145900,0.0145900,0.0121780,0.0125000,68514
MOEX.TGKA:SMAL,D,20210528,000000,0.0120620,0.0130000,0.0120620,0.0130000,76828
MOEX.TGKA:SMAL,D,20210531,000000,0.0127000,0.0130500,0.0121200,0.0130480,48166
MOEX.TGKA:SMAL,D,20210601,000000,0.0148220,0.0148220,0.0123540,0.0129000,191242
MOEX.TGKA:SMAL,D,20210602,000000,0.0149340,0.0149340,0.0122980,0.0132460,33478
MOEX.TGKA:SMAL,D,20210603,000000,0.0128480,0.0150020,0.0115000,0.0131960,180562
MOEX.TGKA:SMAL,D,20210604,000000,0.0147920,0.0147920,0.0123580,0.0123580,99411
MOEX.TGKA:SMAL,D,20210607,000000,0.0148240,0.0148240,0.0130000,0.0130000,7407
MOEX.TGKA:SMAL,D,20210608,000000,0.0107140,0.0149600,0.0107140,0.0126940,199703
MOEX.TGKA:SMAL,D,20210609,000000,0.0134180,0.0134180,0.0125260,0.0125480,7377
MOEX.TGKA:SMAL,D,20210610,000000,0.0130000,0.0149540,0.0125420,0.0125480,120126
MOEX.TGKA:SMAL,D,20210611,000000,0.0148320,0.0148320,0.0124200,0.0137880,43098
MOEX.TGKA:SMAL,D,20210614,000000,0.0137560,0.0137560,0.0124200,0.0128000,127
MOEX.TGKA:SMAL,D,20210615,000000,0.0138140,0.0138140,0.0126020,0.0127400,77474
MOEX.TGKA:SMAL,D,20210616,000000,0.0128000,0.0148380,0.0128000,0.0130000,3230
MOEX.TGKA:SMAL,D,20210617,000000,0.0148540,0.0148540,0.0126400,0.0140660,84350
MOEX.TGKA:SMAL,D,20210618,000000,0.0127000,0.0147380,0.0125040,0.0125040,1686
MOEX.TGKA:SMAL,D,20210621,000000,0.0125000,0.0130240,0.0124020,0.0130120,12587
MOEX.TGKA:SMAL,D,20210622,000000,0.0130760,0.0130760,0.0123020,0.0130600,87588
MOEX.TGKA:SMAL,D,20210623,000000,0.0145480,0.0145480,0.0122780,0.0122820,48604
MOEX.TGKA:SMAL,D,20210624,000000,0.0131460,0.0146500,0.0131460,0.0145980,505795
MOEX.TGKA:SMAL,D,20210625,000000,0.0132600,0.0132600,0.0123000,0.0132460,11212
MOEX.TGKA:SMAL,D,20210628,000000,0.0144580,0.0144580,0.0124000,0.0126000,21600
MOEX.TGKA:SMAL,D,20210629,000000,0.0125200,0.0130600,0.0123420,0.0127640,64024
MOEX.TGKA:SMAL,D,20210630,000000,0.0129960,0.0129960,0.0122060,0.0125000,103850
MOEX.TGKA:SMAL,D,20210701,000000,0.0122000,0.0129940,0.0121080,0.0121080,73593
MOEX.TGKA:SMAL,D,20210702,000000,0.0121000,0.0145360,0.0112800,0.0112800,179769
MOEX.TGKA:SMAL,D,20210705,000000,0.0124780,0.0124780,0.0095100,0.0124720,307354
MOEX.TGKA:SMAL,D,20210706,000000,0.0111000,0.0120920,0.0108860,0.0112000,177425
MOEX.TGKA:SMAL,D,20210707,000000,0.0120320,0.0120320,0.0109500,0.0110000,52695
MOEX.TGKA:SMAL,D,20210708,000000,0.0116440,0.0116440,0.0108020,0.0116420,93164
MOEX.TGKA:SMAL,D,20210709,000000,0.0127200,0.0127200,0.0110020,0.0118480,23004
MOEX.TGKA:SMAL,D,20210712,000000,0.0119340,0.0119340,0.0110000,0.0119200,2559
MOEX.TGKA:SMAL,D,20210713,000000,0.0130000,0.0130000,0.0111020,0.0119000,3026
MOEX.TGKA:SMAL,D,20210714,000000,0.0111500,0.0120520,0.0108800,0.0120200,131693
MOEX.TGKA:SMAL,D,20210715,000000,0.0110000,0.0117660,0.0107020,0.0117440,17828
MOEX.TGKA:SMAL,D,20210716,000000,0.0118820,0.0118820,0.0107060,0.0118620,144470
MOEX.TGKA:SMAL,D,20210719,000000,0.0119920,0.0119920,0.0108520,0.0119680,92419
MOEX.TGKA:SMAL,D,20210720,000000,0.0128100,0.0128100,0.0109020,0.0118440,10332
MOEX.TGKA:SMAL,D,20210721,000000,0.0118440,0.0119260,0.0111000,0.0111000,36249
MOEX.TGKA:SMAL,D,20210722,000000,0.0117500,0.0117500,0.0111000,0.0111000,51271
MOEX.TGKA:SMAL,D,20210723,000000,0.0113820,0.0117600,0.0109040,0.0117560,43003
MOEX.TGKA:SMAL,D,20210726,000000,0.0119340,0.0119340,0.0109820,0.0119080,66056
MOEX.TGKA:SMAL,D,20210727,000000,0.0128440,0.0128440,0.0116160,0.0116180,87520
MOEX.TGKA:SMAL,D,20210728,000000,0.0119200,0.0119220,0.0111000,0.0119220,22963
MOEX.TGKA:SMAL,D,20210729,000000,0.0115500,0.0135340,0.0110000,0.0133360,3872
MOEX.TGKA:SMAL,D,20210730,000000,0.0108320,0.0134860,0.0108320,0.0119320,137060
MOEX.TGKA:SMAL,D,20210802,000000,0.0120060,0.0120060,0.0117920,0.0117920,4528
MOEX.TGKA:SMAL,D,20210803,000000,0.0122100,0.0122100,0.0111520,0.0121880,11005
MOEX.TGKA:SMAL,D,20210804,000000,0.0122300,0.0122300,0.0110760,0.0121740,28660
MOEX.TGKA:SMAL,D,20210805,000000,0.0119860,0.0119860,0.0112180,0.0119680,100133
MOEX.TGKA:SMAL,D,20210806,000000,0.0118000,0.0122880,0.0113740,0.0122880,12392
MOEX.TGKA:SMAL,D,20210809,000000,0.0136100,0.0136100,0.0112180,0.0117000,25300
MOEX.TGKA:SMAL,D,20210810,000000,0.0136180,0.0136180,0.0112200,0.0115480,166890
MOEX.TGKA:SMAL,D,20210811,000000,0.0136180,0.0136180,0.0113040,0.0117000,90863
MOEX.TGKA:SMAL,D,20210812,000000,0.0121560,0.0121560,0.0113920,0.0113920,10836
MOEX.TGKA:SMAL,D,20210813,000000,0.0125080,0.0125080,0.0112660,0.0125000,1505
MOEX.TGKA:SMAL,D,20210816,000000,0.0120960,0.0120960,0.0118200,0.0118200,304
MOEX.TGKA:SMAL,D,20210817,000000,0.0122120,0.0122120,0.0121860,0.0121860,29145
MOEX.TGKA:SMAL,D,20210818,000000,0.0120000,0.0120000,0.0113260,0.0113260,41135
MOEX.TGKA:SMAL,D,20210819,000000,0.0114200,0.0118000,0.0114200,0.0118000,4
MOEX.TGKA:SMAL,D,20210820,000000,0.0114000,0.0114000,0.0112540,0.0114000,42031
MOEX.TGKA:SMAL,D,20210823,000000,0.0133280,0.0133280,0.0112140,0.0119940,4402
MOEX.TGKA:SMAL,D,20210824,000000,0.0120800,0.0120800,0.0110280,0.0119920,27187
MOEX.TGKA:SMAL,D,20210825,000000,0.0134100,0.0134100,0.0111280,0.0123000,27296
MOEX.TGKA:SMAL,D,20210826,000000,0.0135280,0.0135280,0.0120980,0.0120980,24909
MOEX.TGKA:SMAL,D,20210827,000000,0.0120840,0.0120840,0.0120760,0.0120760,11420
MOEX.TGKA:SMAL,D,20210830,000000,0.0134400,0.0134400,0.0111860,0.0120840,3383
MOEX.TGKA:SMAL,D,20210831,000000,0.0120100,0.0120100,0.0111240,0.0114420,269156
MOEX.TGKA:SMAL,D,20210901,000000,0.0120320,0.0120320,0.0110140,0.0114000,89148
MOEX.TGKA:SMAL,D,20210902,000000,0.0114000,0.0133920,0.0114000,0.0121400,13260
MOEX.TGKA:SMAL,D,20210903,000000,0.0108220,0.0122920,0.0108220,0.0122900,92855
MOEX.TGKA:SMAL,D,20210906,000000,0.0138220,0.0138220,0.0110020,0.0138120,100520
MOEX.TGKA:SMAL,D,20210908,000000,0.0130000,0.0130000,0.0124160,0.0124160,1255
MOEX.TGKA:SMAL,D,20210909,000000,0.0121000,0.0121000,0.0113600,0.0121000,6703
MOEX.TGKA:SMAL,D,20210910,000000,0.0114680,0.0136480,0.0114680,0.0136300,5310
MOEX.TGKA:SMAL,D,20210913,000000,0.0111200,0.0120980,0.0100000,0.0120900,253070
MOEX.TGKA:SMAL,D,20210914,000000,0.0113400,0.0133740,0.0113040,0.0120440,80281
MOEX.TGKA:SMAL,D,20210915,000000,0.0120600,0.0120600,0.0112500,0.0118060,13225
MOEX.TGKA:SMAL,D,20210916,000000,0.0113000,0.0130420,0.0108440,0.0129160,181388
MOEX.TGKA:SMAL,D,20210917,000000,0.0110000,0.0129320,0.0109140,0.0109340,7017
MOEX.TGKA:SMAL,D,20210920,000000,0.0129000,0.0129000,0.0110000,0.0110000,14787
MOEX.TGKA:SMAL,D,20210921,000000,0.0104100,0.0127640,0.0104100,0.0127640,23594
MOEX.TGKA:SMAL,D,20210922,000000,0.0116200,0.0116200,0.0115960,0.0116200,11259
MOEX.TGKA:SMAL,D,20210923,000000,0.0128080,0.0128080,0.0107320,0.0107320,20399
MOEX.TGKA:SMAL,D,20210924,000000,0.0118560,0.0128460,0.0108000,0.0128440,141485
MOEX.TGKA:SMAL,D,20210927,000000,0.0127620,0.0127620,0.0107200,0.0118240,41879
MOEX.TGKA:SMAL,D,20210928,000000,0.0109900,0.0118380,0.0100020,0.0118000,96454
MOEX.TGKA:SMAL,D,20210929,000000,0.0109480,0.0116960,0.0102620,0.0108000,152357
MOEX.TGKA:SMAL,D,20210930,000000,0.0102520,0.0125480,0.0092000,0.0105060,61001
MOEX.TGKA:SMAL,D,20211001,000000,0.0125740,0.0125740,0.0103660,0.0106700,39622
MOEX.TGKA:SMAL,D,20211004,000000,0.0103320,0.0106700,0.0103320,0.0105580,244309
MOEX.TGKA:SMAL,D,20211005,000000,0.0118780,0.0118780,0.0108040,0.0118780,33137
MOEX.TGKA:SMAL,D,20211006,000000,0.0100820,0.0115000,0.0100820,0.0108180,138022
MOEX.TGKA:SMAL,D,20211007,000000,0.0111420,0.0111420,0.0107580,0.0107580,34418
MOEX.TGKA:SMAL,D,20211008,000000,0.0124020,0.0124020,0.0108300,0.0123760,70963
MOEX.TGKA:SMAL,D,20211011,000000,0.0130460,0.0130460,0.0111160,0.0111160,790
MOEX.TGKA:SMAL,D,20211012,000000,0.0100800,0.0117460,0.0100800,0.0117440,266626
MOEX.TGKA:SMAL,D,20211013,000000,0.0119260,0.0119260,0.0108860,0.0119140,47049
MOEX.TGKA:SMAL,D,20211014,000000,0.0130060,0.0130060,0.0101060,0.0110180,71228
MOEX.TGKA:SMAL,D,20211015,000000,0.0133160,0.0133160,0.0101180,0.0120880,137186
MOEX.TGKA:SMAL,D,20211018,000000,0.0120000,0.0120000,0.0120000,0.0120000,1
MOEX.TGKA:SMAL,D,20211019,000000,0.0115000,0.0120540,0.0101280,0.0110420,182384
MOEX.TGKA:SMAL,D,20211020,000000,0.0117800,0.0126880,0.0112300,0.0126880,31674
MOEX.TGKA:SMAL,D,20211021,000000,0.0125080,0.0125080,0.0111040,0.0111040,116842
MOEX.TGKA:SMAL,D,20211022,000000,0.0115500,0.0122460,0.0115260,0.0122460,33814
MOEX.TGKA:SMAL,D,20211025,000000,0.0131140,0.0131140,0.0112000,0.0119980,12525
MOEX.TGKA:SMAL,D,20211026,000000,0.0100720,0.0132500,0.0100720,0.0111200,493263
MOEX.TGKA:SMAL,D,20211027,000000,0.0115500,0.0119580,0.0109520,0.0109520,20846
MOEX.TGKA:SMAL,D,20211028,000000,0.0118420,0.0118420,0.0108380,0.0117340,264973
MOEX.TGKA:SMAL,D,20211101,000000,0.0129540,0.0129540,0.0109180,0.0109180,5427
MOEX.TGKA:SMAL,D,20211102,000000,0.0119000,0.0119000,0.0119000,0.0119000,1
MOEX.TGKA:SMAL,D,20211103,000000,0.0131240,0.0131240,0.0118480,0.0118480,8689
MOEX.TGKA:SMAL,D,20211105,000000,0.0111900,0.0111900,0.0109280,0.0109280,49964
MOEX.TGKA:SMAL,D,20211108,000000,0.0130380,0.0130380,0.0109760,0.0118940,50395
MOEX.TGKA:SMAL,D,20211109,000000,0.0119280,0.0119280,0.0109520,0.0119200,143387
MOEX.TGKA:SMAL,D,20211110,000000,0.0119980,0.0119980,0.0119920,0.0119920,43208
MOEX.TGKA:SMAL,D,20211111,000000,0.0109000,0.0118940,0.0109000,0.0118940,30001
MOEX.TGKA:SMAL,D,20211112,000000,0.0131140,0.0131140,0.0119380,0.0119380,538
MOEX.TGKA:SMAL,D,20211115,000000,0.0103000,0.0116620,0.0103000,0.0116520,60879
MOEX.TGKA:SMAL,D,20211116,000000,0.0107040,0.0116880,0.0107040,0.0116880,137866
MOEX.TGKA:SMAL,D,20211117,000000,0.0111200,0.0119220,0.0106160,0.0106160,266555
MOEX.TGKA:SMAL,D,20211118,000000,0.0128500,0.0128500,0.0111000,0.0111000,125
MOEX.TGKA:SMAL,D,20211119,000000,0.0111000,0.0117820,0.0106140,0.0117740,37342
MOEX.TGKA:SMAL,D,20211122,000000,0.0110080,0.0117980,0.0102020,0.0116520,17917
MOEX.TGKA:SMAL,D,20211123,000000,0.0100000,0.0123880,0.0100000,0.0107000,231791
MOEX.TGKA:SMAL,D,20211124,000000,0.0104200,0.0124880,0.0104100,0.0120940,71032
MOEX.TGKA:SMAL,D,20211125,000000,0.0101000,0.0112760,0.0100280,0.0112760,4480
MOEX.TGKA:SMAL,D,20211126,000000,0.0126180,0.0126180,0.0101560,0.0112060,76503
MOEX.TGKA:SMAL,D,20211129,000000,0.0101000,0.0108940,0.0098540,0.0098540,91020
MOEX.TGKA:SMAL,D,20211130,000000,0.0119700,0.0119700,0.0099140,0.0110000,52246
MOEX.TGKA:SMAL,D,20211201,000000,0.0115000,0.0115000,0.0103000,0.0114460,499
MOEX.TGKA:SMAL,D,20211202,000000,0.0110000,0.0110000,0.0101020,0.0109000,22498
MOEX.TGKA:SMAL,D,20211203,000000,0.0100180,0.0109800,0.0100180,0.0109660,388
MOEX.TGKA:SMAL,D,20211206,000000,0.0109660,0.0109660,0.0098140,0.0109660,101035
MOEX.TGKA:SMAL,D,20211207,000000,0.0095080,0.0109980,0.0095080,0.0109980,237255
MOEX.TGKA:SMAL,D,20211208,000000,0.0100900,0.0100900,0.0097040,0.0097100,29787
MOEX.TGKA:SMAL,D,20211209,000000,0.0109980,0.0109980,0.0109920,0.0109980,3444
MOEX.TGKA:SMAL,D,20211210,000000,0.0100000,0.0110000,0.0090000,0.0097540,160077
MOEX.TGKA:SMAL,D,20211213,000000,0.0110000,0.0110000,0.0095000,0.0095480,162477
MOEX.TGKA:SMAL,D,20211214,000000,0.0113100,0.0113100,0.0093040,0.0100000,94817
MOEX.TGKA:SMAL,D,20211215,000000,0.0094980,0.0113780,0.0094980,0.0098800,81552
MOEX.TGKA:SMAL,D,20211216,000000,0.0099800,0.0099980,0.0095060,0.0096240,156232
MOEX.TGKA:SMAL,D,20211217,000000,0.0116280,0.0116280,0.0095100,0.0114980,56024
MOEX.TGKA:SMAL,D,20211220,000000,0.0108280,0.0108280,0.0095620,0.0097000,91672
MOEX.TGKA:SMAL,D,20211221,000000,0.0097000,0.0107000,0.0097000,0.0106000,24091
MOEX.TGKA:SMAL,D,20211222,000000,0.0107000,0.0108980,0.0095920,0.0098400,107011
MOEX.TGKA:SMAL,D,20211223,000000,0.0098900,0.0108480,0.0095800,0.0107980,95928
MOEX.TGKA:SMAL,D,20211224,000000,0.0098000,0.0107000,0.0095120,0.0097240,75303
MOEX.TGKA:SMAL,D,20211227,000000,0.0097000,0.0108860,0.0095060,0.0105980,346233
MOEX.TGKA:SMAL,D,20211228,000000,0.0107980,0.0107980,0.0098000,0.0103860,38282
MOEX.TGKA:SMAL,D,20211229,000000,0.0103800,0.0115820,0.0097500,0.0097500,10676
MOEX.TGKA:SMAL,D,20211230,000000,0.0097400,0.0103440,0.0096540,0.0103440,80409
